[ 2025-04-04 04:21:35,720 ] 19 root - INFO - Initiate the data ingestion
[ 2025-04-04 04:21:41,959 ] 71 root - INFO - Performed train test split on the dataframe
[ 2025-04-04 04:21:41,959 ] 73 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-04 04:21:41,960 ] 81 root - INFO - Exporting train and test file path.
[ 2025-04-04 04:21:42,017 ] 90 root - INFO - Exported train and test file path.
[ 2025-04-04 04:21:42,017 ] 21 root - INFO - Data Initiation Completed
[ 2025-04-04 04:21:42,037 ] 25 root - INFO - Initiate data validation
[ 2025-04-04 04:21:42,119 ] 33 root - INFO - Required number of columns:2
[ 2025-04-04 04:21:42,119 ] 34 root - INFO - Data frame has columns:31
[ 2025-04-04 04:21:42,119 ] 33 root - INFO - Required number of columns:2
[ 2025-04-04 04:21:42,120 ] 34 root - INFO - Data frame has columns:31
[ 2025-04-04 04:21:42,344 ] 27 root - INFO - Data Validation Completed
[ 2025-04-04 04:21:42,344 ] 30 root - INFO - data tranformation started
[ 2025-04-04 04:21:42,344 ] 40 root - INFO - entered data trnaformation method of dataTransforamtion class
[ 2025-04-04 04:21:42,344 ] 42 root - INFO - Starting data transformation
[ 2025-04-04 04:21:42,366 ] 31 root - INFO - entered get_data_y=transformer_object method of Transformtion class
[ 2025-04-04 04:21:42,399 ] 43 root - INFO - entered the save_object method of mainUtils class
[ 2025-04-04 04:21:42,409 ] 47 root - INFO - Exited the save_object method of MainUtls class
[ 2025-04-04 04:21:42,410 ] 34 root - INFO - data tranforamtion completed
[ 2025-04-04 04:21:42,410 ] 35 root - INFO - Model training started
