[ 2025-04-01 20:09:33,634 ] 20 root - INFO - Initiate the data ingestion
[ 2025-04-01 20:09:39,330 ] 71 root - INFO - Performed train test split on the dataframe
[ 2025-04-01 20:09:39,331 ] 73 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-01 20:09:39,331 ] 81 root - INFO - Exporting train and test file path.
[ 2025-04-01 20:09:39,380 ] 90 root - INFO - Exported train and test file path.
[ 2025-04-01 20:09:39,380 ] 22 root - INFO - Data Initiation Completed
[ 2025-04-01 20:09:39,427 ] 26 root - INFO - Initiate data validation
[ 2025-04-01 20:09:39,473 ] 33 root - INFO - Required number of columns:2
[ 2025-04-01 20:09:39,474 ] 34 root - INFO - Data frame has columns:31
[ 2025-04-01 20:09:39,766 ] 33 root - INFO - Required number of columns:2
[ 2025-04-01 20:09:39,767 ] 34 root - INFO - Data frame has columns:31
[ 2025-04-01 20:09:40,065 ] 28 root - INFO - Data Validation Completed
